SeqNum,MAANTH,MGEMLE,MGEMOM,AMOTSC,AWAPAR,APERSA,Resp,rand,RespHoldout,PWAPAR2,PAANHA2,PPERSA2,MSKB12,MAUT02,MHHUUR2,MAUT22,MINKGE2,MFALLE2,MRELGE2,MGODRK2,MOPLHO2,MFWEKI2,MSKB22,MGODPR2,MSKC2,MAUT12,MSKA2,mostyp_1,mostyp_2,mostyp_3,mostyp_4,mostyp_5,mostyp_6,mostyp_7,mostyp_8,mostyp_9,mostyp_10,mostyp_11,mostyp_12,mostyp_13,mostyp_14,mostyp_15,mostyp_16,mostyp_17,mostyp_18,mostyp_19,mostyp_20,mostyp_21,mostyp_22,mostyp_23,mostyp_24,mostyp_25,mostyp_26,mostyp_27,mostyp_28,mostyp_29,mostyp_30,mostyp_31,mostyp_32,mostyp_33,mostyp_34,mostyp_35,mostyp_37,mostyp_38,mostyp_39,mostyp_40,mostyp_41,MOSHOO_1,MOSHOO_2,MOSHOO_3,MOSHOO_4,MOSHOO_5,MOSHOO_6,MOSHOO_7,MOSHOO_8,MOSHOO_9,MOSHOO_10
70,5,2,0,0,0,0,,0.9084172658,0,0,0,0,17,43,0,0,30,17,0,94,0,43,0,17,5.5,5.5,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,5,5,1,0,0,0,,0.7978486963,0,150,0,0,17,5.5,30,5.5,5.5,17,5.5,43,30,56,43,5.5,43,43,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,3,6,0,1,0,0,,0.835184277,0,150,0,0,17,43,56,5.5,69,5.5,56,56,0,94,56,0,0,5.5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81,3,6,0,1,0,0,,0.9393403954,0,350,0,0,17,5.5,5.5,0,69,5.5,5.5,56,82,30,17,0,0,69,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,3,5,0,1,0,0,,0.8308536852,0,350,0,0,56,0,82,0,82,0,56,0,100,0,56,0,0,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,3,7,2,1,0,0,,0.8707477087,0,350,0,0,17,30,5.5,0,56,17,17,30,30,56,17,0,5.5,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,3,8,2,0,0,0,,0.7190086286,0,0,0,0,30,17,17,0,69,0,0,0,69,43,43,0,0,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97,3,4,1,0,0,0,,0.9067210271,0,350,75,0,17,56,0,0,56,0,0,43,30,43,0,0,30,43,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,4,4,0,0,0,0,,0.9882257446,1,0,0,0,17,5.5,5.5,0,30,17,5.5,56,82,43,43,17,17,30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103,2,8,0,1,0,0,,0.8042834787,0,150,0,0,43,5.5,30,0,30,5.5,17,69,100,17,30,0,0,43,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,3,6,3,0,0,0,,0.8566953874,0,0,0,0,30,17,43,5.5,43,5.5,43,17,82,30,43,17,17,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,3,4,0,1,0,0,,0.7372414063,0,350,0,0,43,56,0,5.5,30,17,0,43,0,0,17,5.5,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,3,5,3,1,0,0,,0.8633758541,0,0,0,0,43,17,17,5.5,82,5.5,43,30,94,17,30,17,5.5,56,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,3,7,0,0,0,0,,0.9287972711,0,0,0,0,17,56,17,17,30,0,0,56,100,56,30,0,17,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,3,2,0,0,0,0,,0.793447086,0,150,0,0,30,56,5.5,0,30,17,0,0,5.5,30,0,0,0,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,4,4,0,1,0,0,,0.9417795292,0,0,75,0,17,30,0,17,82,17,69,0,100,69,17,5.5,0,69,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,3,4,0,0,0,0,,0.9719951339,0,0,0,0,43,56,0,5.5,56,17,0,43,0,0,17,5.5,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128,4,4,0,1,0,0,,0.9401312638,1,350,0,0,17,0,82,0,69,43,82,30,100,43,69,0,0,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
129,3,5,0,1,0,0,,0.8706261725,0,75,0,0,17,17,5.5,17,5.5,5.5,17,30,17,30,5.5,0,56,43,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,3,1,1,0,0,0,,0.7199784125,0,0,0,0,30,43,0,5.5,43,17,5.5,43,5.5,17,5.5,5.5,56,17,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135,2,0,0,0,0,0,,0.9724453245,0,0,0,0,30,0,30,43,69,0,30,30,100,43,30,0,0,69,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
137,3,4,0,1,0,0,,0.8597027738,0,150,0,0,30,43,17,5.5,30,17,5.5,30,82,43,17,5.5,30,5.5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141,5,4,1,1,0,0,,0.9884924893,0,75,0,0,5.5,30,5.5,0,5.5,5.5,5.5,30,5.5,30,43,5.5,30,30,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149,3,1,0,0,0,0,,0.9641090119,0,3000,0,0,56,0,30,0,30,56,0,69,100,5.5,0,5.5,5.5,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
153,3,3,0,0,0,0,,0.99402569,0,0,0,0,30,17,0,5.5,43,30,0,30,0,17,17,0,69,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,2,5,0,0,0,0,,0.7918832879,0,0,0,0,43,17,17,5.5,94,5.5,30,43,94,17,43,5.5,17,56,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
156,3,4,3,0,0,0,,0.9059633752,0,150,0,0,17,30,17,5.5,43,5.5,17,30,69,69,17,0,17,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
158,3,6,1,0,0,0,,0.993869178,0,350,0,0,30,17,5.5,0,56,5.5,5.5,43,82,43,17,0,5.5,30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
163,3,2,0,0,0,0,,0.9387561748,0,0,0,0,30,17,0,5.5,5.5,0,0,69,30,5.5,0,17,30,0,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,3,4,0,0,0,0,,0.916230414,0,0,0,0,43,0,43,0,30,5.5,0,5.5,100,30,30,5.5,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167,3,4,2,0,0,0,,0.8480349294,0,75,0,0,30,17,17,5.5,30,5.5,5.5,56,82,43,43,5.5,17,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
168,4,0,1,0,0,0,,0.8179894778,0,0,0,0,17,0,17,5.5,56,0,17,17,82,56,17,100,43,17,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170,2,6,0,0,0,0,,0.7907393234,0,0,0,0,43,17,0,5.5,43,5.5,5.5,30,5.5,17,0,0,17,30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175,2,7,2,0,0,0,,0.8190306387,1,150,0,0,30,5.5,0,5.5,69,5.5,0,56,56,43,0,0,17,56,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
176,4,4,0,1,0,0,,0.8030350082,0,350,0,0,30,30,5.5,0,30,0,5.5,82,94,30,17,17,0,30,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,3,2,1,1,0,0,,0.8679344733,0,150,0,0,30,17,17,5.5,43,30,43,30,0,17,56,17,5.5,43,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
182,2,3,2,1,0,0,,0.9782169615,0,150,0,0,30,17,17,17,43,0,0,56,43,17,43,0,17,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
183,2,5,0,1,0,0,,0.920775312,0,350,0,0,43,56,0,0,94,0,0,82,69,30,43,0,17,43,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,2,2,2,0,0,0,,0.9803368472,0,0,0,0,43,0,0,0,43,30,0,82,56,0,17,0,0,82,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189,3,4,2,0,0,0,,0.8363900859,0,750,0,0,30,17,17,5.5,43,5.5,17,30,56,43,43,5.5,30,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
192,3,3,4,0,0,0,,0.9878649912,0,0,0,0,30,56,5.5,0,30,43,0,30,0,5.5,17,0,0,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,4,2,0,0,0,0,,0.8154428894,0,0,0,0,17,43,0,0,5.5,0,0,43,0,69,0,0,56,17,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,3,5,0,0,0,1,,0.8887037178,0,75,0,0,30,0,0,0,43,0,0,56,0,43,0,0,43,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
199,3,5,0,0,0,1,,0.7231648717,0,0,0,0,17,30,17,5.5,56,17,30,56,82,30,5.5,0,17,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201,2,3,0,0,0,0,,0.9720241465,0,0,0,0,17,17,17,17,17,5.5,17,69,5.5,43,17,0,17,30,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
203,3,4,3,1,0,0,,0.8087916639,0,0,0,0,30,5.5,17,0,94,5.5,30,17,100,56,82,5.5,0,5.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
206,3,4,1,0,0,0,,0.8669785559,0,150,0,0,30,17,0,5.5,43,5.5,0,94,100,56,5.5,5.5,0,43,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
207,3,4,0,0,0,0,,0.7961302147,0,350,0,0,30,0,5.5,5.5,17,5.5,0,43,100,43,30,5.5,17,43,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
214,3,5,0,0,0,0,,0.8515887199,0,0,0,0,17,0,0,5.5,30,17,0,30,0,17,17,5.5,30,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
215,3,7,0,1,0,0,,0.9568385901,0,350,0,0,17,30,5.5,0,30,0,5.5,69,82,69,82,0,0,30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
217,4,6,3,1,0,0,,0.7462915526,0,0,0,0,17,43,0,0,30,0,0,0,100,30,0,30,43,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
218,3,3,0,1,0,0,,0.9913332285,0,350,0,0,43,30,5.5,5.5,94,5.5,5.5,17,94,5.5,43,56,30,56,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
219,3,7,0,0,0,0,,0.8911140109,0,0,0,0,30,17,17,0,69,5.5,0,30,100,43,43,0,0,56,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
221,3,0,0,1,0,0,,0.9711415544,0,150,0,0,17,30,0,0,5.5,17,0,94,17,69,17,0,5.5,43,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228,3,3,0,1,0,0,,0.9832429411,0,350,0,0,17,30,5.5,17,69,5.5,5.5,43,17,17,5.5,5.5,56,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
230,5,5,1,0,0,0,,0.8220496852,0,0,0,0,17,5.5,17,5.5,30,17,5.5,30,43,56,43,5.5,30,43,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
242,3,4,2,1,0,0,,0.7398622039,0,150,0,0,30,5.5,30,5.5,94,5.5,43,30,30,43,69,0,17,43,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
245,2,5,0,1,0,0,,0.7384249176,0,150,0,0,56,30,0,5.5,56,0,0,43,82,0,30,5.5,0,69,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
249,3,7,0,0,0,0,,0.7374329021,1,0,0,0,17,56,17,17,30,0,0,56,100,56,30,0,17,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250,3,4,0,1,0,0,,0.760814065,0,350,0,0,43,0,17,5.5,30,5.5,17,17,30,17,43,5.5,82,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
252,3,2,2,0,0,0,,0.9135276768,0,0,0,0,30,0,30,0,69,17,17,0,0,43,82,0,0,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
255,3,5,0,1,0,0,,0.990250635,0,150,0,0,17,17,5.5,0,30,17,0,82,56,43,0,5.5,5.5,43,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
259,4,0,1,1,0,0,,0.802412942,0,350,0,0,17,0,17,5.5,56,0,17,17,82,56,17,100,43,17,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
261,3,0,4,0,0,0,,0.9006267925,0,0,0,0,17,0,30,17,69,0,17,0,82,56,30,0,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
